,Name,Ticker,Market Cap (B),Enterprise Value (B),Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales (ttm),Price/Book (mrq),Enterprise Value/Revenue,Enterprise Value/EBITDA,Beta (5Y Monthly),52 Week Change (%),S&P500 52-Week Change (%),52 Week High,52 Week Low,50-Day Moving Average,200-Day Moving Average,Avg Vol 3 month (M),Avg Vol 10 day (M),Shares Outstanding,Implied Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (M),Short Ratio (M),Short % of Float,Short % of Shares Outstanding,Shares Short,Forward Annual Dividend Rate,Forward Annual Dividend Yield (%),Trailing Annual Dividend Rate,Trailing Annual Dividend Yield (%),5 Year Average Dividend Yield,Payout Ratio (%),Last Split Factor (x:1),Profit Margin (%),Operating Margin (ttm) (%),Return on Assets (ttm) (%),Return on Equity (ttm) (%),Revenue (ttm) (B),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy) (%),Gross Profit (ttm) (B),EBITDA (B),Net Income Avi to Common (ttm) (B),Diluted EPS (ttm),Quarterly Earnings Growth (yoy) (%),Total Cash (mrq) (B),Total Cash Per Share (mrq),Total Debt (mrq) (B),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm) (B),Levered Free Cash Flow (ttm) (B),Dividend Date,Ex-Dividend Date,Last Split Date,Fiscal Year Ends,Most Recent Quarter (mrq)
39,Xcel Energy Inc. ,XEL,39.06,64.98,22.41,21.1,3.21,2.54,2.34,4.24,12.79,0.42,-4.0,-7.0,77.66,56.89,66.94,69.03,0.0,0.0,0.55,0.0,0.55,0.0,81.0,0.01,1.75,1.0,1.0,0.01,2.08,3.0,1.95,3.0,2.72,62.0,2.0,11.0,16.0,3.0,11.0,15.31,27.99,21.0,5.77,4.94,1.74,3.17,20.0,0.19,0.35,26.1,156.51,0.85,30.34,3.93,-1.43,2023-04-19,2023-03-13,1998-06-01,2022-12-30,2022-12-30
40,Realty Income Corporation ,O,41.02,60.83,43.73,46.08,7.63,11.37,1.43,18.19,20.05,0.8,-15.0,-7.0,75.4,55.5,64.03,65.28,0.0,0.0,0.66,0.0,0.66,0.0,83.0,0.02,5.22,4.0,3.0,0.01,3.06,5.0,2.97,5.0,4.29,209.0,1.03,26.0,39.0,2.0,3.0,3.34,5.45,30.0,3.11,2.97,0.87,1.42,5524.0,0.17,0.26,18.67,64.71,1.49,43.49,2.56,1.54,2023-04-13,2023-04-27,2021-11-14,2022-12-30,2022-12-30
41,TransDigm Group Incorporated ,TDG,40.34,56.85,50.09,32.68,3.11,7.57,0.0,10.09,22.0,1.37,17.0,-7.0,772.01,499.63,733.11,634.38,0.0,0.0,0.05,0.0,0.05,0.0,100.0,0.0,3.71,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,42.0,8.0,0.0,5.63,97.65,17.0,3.11,2.6,0.85,14.78,40.0,3.38,61.87,19.87,0.0,4.21,-61.23,1.05,0.86,2022-08-25,2022-08-17,,2022-09-29,2022-12-30
42,"American International Group, Inc. ",AIG,37.56,63.18,3.94,8.13,0.0,0.71,0.95,1.12,0.0,1.16,-19.0,-7.0,65.73,45.66,55.44,56.05,0.01,0.0,0.73,0.0,0.74,0.0,92.0,0.01,1.21,1.0,1.0,0.01,1.28,2.0,1.28,2.0,2.79,10.0,0.05,18.0,29.0,2.0,20.0,56.5,72.56,-20.0,25.05,21.27,10.25,13.01,-93.0,14.28,19.37,28.23,66.84,0.77,53.83,4.21,-0.45,2023-03-30,2023-03-15,2009-06-30,2022-12-30,2022-12-30
43,The Hershey Company ,HSY,52.94,57.6,32.56,27.47,5.39,5.14,16.05,5.53,23.64,0.31,14.0,-7.0,261.17,201.42,243.14,230.59,0.0,0.0,0.15,0.0,0.15,0.0,80.0,0.0,3.17,2.0,1.0,0.0,4.14,2.0,3.87,2.0,2.07,49.0,2.0,16.0,22.0,13.0,54.0,10.42,50.69,14.0,4.5,2.63,1.64,7.96,18.0,0.46,2.27,5.12,155.11,0.81,16.1,2.33,1.27,2023-03-14,2023-02-15,2004-06-15,2022-12-30,2022-12-30
44,"L3Harris Technologies, Inc. ",LHX,37.78,44.69,36.24,16.26,1.17,2.26,2.04,2.62,17.95,0.71,-22.0,-7.0,264.71,189.73,205.2,219.91,0.0,0.0,0.19,0.0,0.19,1.0,84.0,0.0,1.48,1.0,1.0,0.0,4.56,2.0,4.48,2.0,1.7,82.0,1.06,6.0,11.0,4.0,6.0,17.06,88.96,5.0,4.93,2.87,1.06,5.47,-14.0,0.9,4.71,7.91,42.46,1.17,97.18,2.16,2.01,2023-03-23,2023-03-08,2009-05-10,2022-12-29,2022-12-29
45,Sysco Corporation ,SYY,39.76,51.05,28.27,16.56,1.12,0.54,27.67,0.69,15.99,1.09,-13.0,-7.0,91.53,70.61,76.18,80.3,0.0,0.0,0.51,0.0,0.51,0.0,86.0,0.01,6.57,3.0,3.0,0.01,1.96,3.0,1.94,3.0,2.36,70.0,2.0,2.0,4.0,8.0,104.0,73.58,144.69,14.0,12.39,3.67,1.42,2.77,-16.0,0.5,0.99,11.79,802.09,1.24,2.83,1.92,1.12,2023-04-27,2023-04-04,2000-12-17,2022-07-01,2022-12-30
46,PACCAR Inc ,PCAR,37.12,42.5,12.35,11.07,15.38,1.29,2.82,1.47,9.51,0.94,29.0,-7.0,76.72,51.33,72.55,64.94,0.0,0.0,0.52,0.0,0.51,2.0,70.0,0.01,2.46,2.0,1.0,0.01,1.0,1.0,0.94,1.0,1.59,16.0,1.5,10.0,13.0,8.0,24.0,28.82,55.15,22.0,4.61,4.09,3.01,5.66,78.0,6.16,11.79,11.6,88.1,2.51,25.22,3.03,1.06,2023-03-07,2023-02-12,2023-02-07,2022-12-30,2022-12-30
47,Nucor Corporation ,NUE,37.47,39.3,5.17,9.29,0.0,0.94,2.03,0.95,3.41,1.6,-11.0,-7.0,187.9,100.13,160.11,139.57,0.0,0.0,0.25,0.0,0.25,1.0,82.0,0.01,3.44,3.0,3.0,0.01,2.04,1.0,2.01,1.0,2.4,7.0,2.0,18.0,25.0,22.0,47.0,41.51,158.23,-16.0,12.53,11.57,7.58,29.0,-44.0,4.86,19.28,6.96,35.56,3.39,72.64,10.07,5.86,2023-05-10,2023-03-29,2006-05-31,2022-12-30,2022-12-30
48,Aflac Incorporated ,AFL,40.2,43.69,9.97,11.72,0.0,2.15,1.8,2.24,0.0,0.94,1.0,-7.0,74.02,52.07,66.55,64.53,0.0,0.0,0.61,0.0,0.61,9.0,60.0,0.01,2.97,1.0,1.0,0.01,1.68,3.0,1.6,2.0,2.37,24.0,2.0,22.0,25.0,2.0,15.0,19.5,30.72,-26.0,8.08,4.87,4.2,6.59,-82.0,5.48,8.95,9.83,43.97,0.87,36.35,3.88,-1.43,2023-02-28,2023-02-13,2018-03-18,2022-12-30,2022-12-30
49,"Yum! Brands, Inc. ",YUM,36.84,49.13,28.79,25.64,1.95,5.58,0.0,7.18,21.04,0.98,7.0,-7.0,133.77,103.97,129.15,122.09,0.0,0.0,0.28,0.0,0.28,0.0,80.0,0.0,2.35,2.0,1.0,0.0,2.42,2.0,2.32,2.0,1.71,50.0,1.39,19.0,32.0,23.0,0.0,6.84,23.92,7.0,3.31,2.33,1.32,4.57,12.0,0.39,1.4,12.66,0.0,0.97,-31.7,1.43,0.76,2023-03-09,2023-02-20,2016-10-31,2022-12-30,2022-12-30
0,Centene Corporation ,CNC,37.1,44.03,32.54,10.6,0.82,0.27,1.54,0.3,10.53,0.56,-22.0,-7.0,98.53,61.71,68.05,80.33,0.0,0.0,0.55,0.0,0.55,1.0,97.0,0.01,1.7,1.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,5.0,136.0,236.44,9.0,24.47,5.93,1.2,2.06,0.0,14.39,26.11,21.33,88.02,1.06,43.68,6.26,3.34,,,2019-02-06,2022-12-30,2022-12-30
1,Hilton Worldwide Holdings Inc. ,HLT,37.77,46.25,31.29,24.27,1.25,4.48,0.0,5.27,20.01,1.24,-11.0,-7.0,167.99,108.41,142.74,132.81,0.0,0.0,0.27,0.0,0.26,2.0,98.0,0.0,2.11,1.0,1.0,0.0,0.6,0.0,0.45,0.0,0.0,10.0,0.49,34.0,56.0,9.0,0.0,3.74,13.59,38.0,2.74,2.27,1.26,4.52,123.0,1.21,4.54,9.69,0.0,0.85,-4.11,1.68,1.52,2023-03-30,2023-02-26,2017-01-03,2022-12-30,2022-12-30
2,"The Williams Companies, Inc. ",WMB,36.77,59.58,18.07,17.42,1.95,3.36,3.21,5.43,10.46,1.21,-15.0,-7.0,37.97,27.8,30.33,31.93,0.01,0.01,1.22,0.0,1.21,0.0,88.0,0.02,2.54,2.0,2.0,0.02,1.79,6.0,1.7,6.0,6.09,102.0,1.23,18.0,27.0,4.0,15.0,11.35,9.32,-5.0,6.08,5.04,2.05,1.67,8.0,0.15,0.12,23.08,164.31,0.78,9.4,4.89,1.16,2023-03-26,2023-03-09,2012-01-02,2022-12-30,2022-12-30
3,Carrier Global Corporation ,CARR,36.34,42.19,10.61,16.75,1.66,1.84,4.68,2.07,8.48,1.17,6.0,-7.0,49.17,33.1,45.01,41.49,0.0,0.01,0.83,0.0,0.83,0.0,87.0,0.01,2.27,2.0,1.0,0.01,0.74,2.0,0.63,1.0,0.0,19.0,0.0,17.0,12.0,6.0,47.0,20.42,24.21,-0.0,5.47,2.88,3.53,4.1,-17.0,3.52,4.22,9.5,117.67,1.64,9.3,1.74,2.97,2023-02-09,2022-12-20,,2022-12-30,2022-12-30
4,IQVIA Holdings Inc. ,IQV,37.17,48.87,34.91,18.94,1.5,2.64,6.45,3.39,16.8,1.41,-17.0,-7.0,249.11,165.75,209.42,211.47,0.0,0.0,0.19,0.0,0.18,1.0,90.0,0.0,1.67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,5.0,18.0,14.41,76.81,3.0,5.03,2.57,1.09,5.68,-29.0,1.31,7.05,13.35,231.59,0.89,31.05,2.26,1.37,,,,2022-12-30,2022-12-30
5,"Constellation Brands, Inc. ",STZ,42.1,54.42,359.38,19.57,2.19,4.65,5.0,5.76,46.67,0.0,-10.0,-7.0,261.52,208.12,222.67,235.06,0.0,0.0,0.18,0.0,0.0,14.0,76.0,0.0,2.2,1.0,1.0,0.0,3.2,1.0,0.0,0.0,1.43,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,45.47,0.0,0.0,2023-05-17,2023-02-06,2005-05-15,2023-02-27,2023-02-27
6,Capital One Financial Corporation ,COF,37.64,0.0,5.5,6.46,6.45,1.13,0.72,0.0,0.0,1.49,-28.0,-7.0,144.73,86.84,103.89,102.99,0.0,0.0,0.38,0.0,0.38,1.0,91.0,0.01,1.9,2.0,2.0,0.01,2.4,3.0,2.4,3.0,1.73,13.0,3.0,26.0,33.0,2.0,13.0,28.4,72.49,-14.0,28.4,0.0,7.04,17.91,-49.0,32.82,86.12,53.49,0.0,0.0,125.19,13.81,0.0,2023-02-16,2023-02-02,1999-06-01,2022-12-30,2022-12-30
7,"Charter Communications, Inc. ",CHTR,54.73,151.98,11.66,10.06,0.34,1.09,6.0,2.81,7.26,1.12,-38.0,-7.0,567.07,297.66,367.31,384.97,0.0,0.0,0.15,0.0,0.1,30.0,63.0,0.01,7.88,9.0,6.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,5.0,38.0,54.02,334.5,4.0,24.48,21.4,5.06,29.83,-26.0,0.65,4.22,98.98,788.76,0.33,59.74,14.92,5.62,,,,2022-12-30,2022-12-30
8,"Simon Property Group, Inc. ",SPG,35.99,60.87,16.9,18.12,12.86,6.82,11.62,11.5,13.26,1.55,-14.0,-7.0,134.8,86.02,116.9,110.58,0.0,0.0,0.33,0.0,0.32,1.0,88.0,0.01,3.28,3.0,2.0,0.01,7.2,7.0,6.9,6.0,5.98,106.0,1.06,40.0,49.0,5.0,60.0,5.29,16.14,6.0,4.29,3.84,2.14,6.52,34.0,0.62,1.9,25.46,665.77,0.42,9.47,3.77,1.99,2023-03-30,2023-03-08,2014-05-28,2022-12-30,2022-12-30
9,"Ross Stores, Inc. ",ROST,35.96,37.11,24.0,20.62,2.24,1.94,8.39,1.99,15.07,0.99,-0.0,-7.0,122.45,69.24,109.12,99.27,0.0,0.0,0.34,0.0,0.34,2.0,93.0,0.01,2.46,2.0,2.0,0.0,1.34,1.0,1.24,1.0,0.92,28.0,2.0,8.0,11.0,9.0,36.0,18.7,54.44,4.0,5.68,2.38,1.51,4.38,22.0,4.55,13.31,5.71,133.06,1.9,12.51,1.69,0.65,2023-03-30,2023-03-12,2015-06-11,2023-01-27,2023-01-27
10,"Illumina, Inc. ",ILMN,35.99,37.5,0.0,163.93,3.37,7.8,5.45,8.18,-9.58,1.15,-33.0,-7.0,352.96,173.45,214.98,209.19,0.0,0.0,0.16,0.0,0.16,0.0,94.0,0.0,3.31,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-96.0,4.0,1.0,-51.0,4.58,29.2,-10.0,3.15,0.57,-4.4,-27.99,0.0,2.04,12.89,3.56,53.87,1.28,41.77,0.39,0.67,,,2008-09-22,2022-12-31,2022-12-31
11,Devon Energy Corporation ,DVN,35.51,40.9,5.95,7.01,0.4,1.85,3.18,2.13,3.94,2.36,-13.0,-7.0,79.4,44.03,54.15,62.01,0.01,0.01,0.65,0.0,0.65,1.0,77.0,0.02,1.38,3.0,2.0,0.01,5.06,9.0,5.17,9.0,3.2,57.0,2.0,32.0,42.0,22.0,58.0,18.87,28.99,2.0,11.33,10.28,5.96,9.12,-20.0,1.31,2.01,6.72,59.47,1.25,17.1,8.53,1.35,2023-03-30,2023-03-13,2004-11-15,2022-12-30,2022-12-30
12,Welltower Inc. ,WELL,36.47,50.81,212.4,99.01,2.35,5.9,1.8,8.67,24.91,1.04,-22.0,-7.0,98.42,56.5,72.84,71.94,0.0,0.0,0.49,0.0,0.49,0.0,99.0,0.01,4.6,3.0,3.0,0.01,2.44,3.0,2.44,3.0,4.21,697.0,1.5,2.0,15.0,1.0,1.0,5.8,12.55,12.0,2.3,2.18,0.14,0.35,0.0,0.63,1.29,15.02,70.21,2.82,41.38,1.33,1.31,2023-03-07,2023-02-26,1985-09-03,2022-12-30,2022-12-30
13,"Kinder Morgan, Inc. ",KMI,40.22,71.04,15.97,14.9,4.08,2.1,1.31,3.7,11.42,0.93,-8.0,-7.0,20.2,15.78,17.48,17.83,0.01,0.01,2.25,0.0,1.97,13.0,64.0,0.04,2.87,2.0,2.0,0.04,1.11,6.0,1.11,6.0,5.66,98.0,0.0,13.0,21.0,4.0,8.0,19.2,8.5,4.0,7.29,6.17,2.54,1.12,5.0,0.75,0.33,32.48,101.14,0.55,13.68,4.97,1.46,2023-02-14,2023-01-29,,2022-12-30,2022-12-30
14,"Consolidated Edison, Inc. ",ED,34.34,57.47,21.27,20.45,3.26,2.25,1.66,3.67,11.26,0.35,1.0,-7.0,102.21,78.1,93.52,93.88,0.0,0.0,0.35,0.0,0.35,0.0,71.0,0.01,4.39,4.0,3.0,0.01,3.24,3.0,3.16,3.0,3.67,68.0,2.0,11.0,19.0,3.0,8.0,15.67,44.2,18.0,7.68,5.03,1.66,4.66,-15.0,1.28,3.61,24.42,116.89,1.14,58.28,3.94,-3.82,2023-03-14,2023-02-13,1989-07-02,2022-12-30,2022-12-30
15,"Paychex, Inc. ",PAYX,39.43,38.75,26.36,24.21,2.69,8.06,11.59,7.87,17.68,0.98,-21.0,-7.0,141.27,105.66,111.89,117.98,0.0,0.0,0.36,0.0,0.32,11.0,75.0,0.01,4.49,3.0,3.0,0.01,3.16,3.0,3.16,3.0,2.75,76.0,1.5,31.0,40.0,12.0,45.0,4.92,13.66,8.0,3.26,2.16,1.5,4.19,8.0,1.56,4.32,0.87,25.61,1.27,9.43,1.63,1.67,2023-02-22,2023-02-07,2000-05-22,2022-05-30,2023-02-27
16,Mettler-Toledo International Inc. ,MTD,33.71,35.63,39.76,34.72,3.12,8.85,0.0,9.09,28.76,1.18,16.0,-7.0,1609.25,1065.55,1498.43,1361.13,0.0,0.0,0.02,0.0,0.02,1.0,97.0,0.0,3.76,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,21.0,889.0,3.92,174.27,2.0,2.31,1.22,0.87,38.49,15.0,0.1,4.34,2.13,8593.93,1.2,1.12,0.86,0.58,,,,2022-12-30,2022-12-30
17,Otis Worldwide Corporation ,OTIS,32.96,38.99,26.95,23.04,2.6,2.47,0.0,2.85,17.53,0.82,8.0,-7.0,87.33,62.49,82.94,76.53,0.0,0.0,0.41,0.0,0.41,0.0,88.0,0.0,2.62,1.0,1.0,0.0,1.16,1.0,1.11,1.0,0.0,38.0,0.0,9.0,15.0,12.0,0.0,13.69,32.58,-4.0,3.94,2.29,1.25,2.96,6.0,1.19,2.87,7.21,0.0,0.9,-11.74,1.56,3.11,2023-03-09,2023-02-15,,2022-12-30,2022-12-30
18,The Bank of New York Mellon Corporation ,BK,36.58,0.0,15.77,9.15,0.56,2.32,1.02,0.0,0.0,1.09,-3.0,-7.0,52.26,36.22,47.92,44.62,0.01,0.0,0.8,0.0,0.8,0.0,87.0,0.01,1.05,1.0,1.0,0.01,1.48,3.0,1.42,3.0,2.68,49.0,0.94,16.0,25.0,1.0,6.0,16.34,20.14,-3.0,16.34,0.0,2.36,2.9,-37.0,142.08,176.68,71.27,0.0,0.0,44.4,15.07,0.0,2023-02-02,2023-01-19,2007-07-01,2022-12-30,2022-12-30
19,Electronic Arts Inc. ,EA,34.46,33.86,33.88,19.27,1.06,4.77,4.56,4.59,16.41,0.85,3.0,-7.0,142.79,108.53,115.34,123.29,0.0,0.0,0.27,0.0,0.26,1.0,96.0,0.0,1.79,2.0,2.0,0.0,0.76,1.0,0.74,1.0,0.0,20.0,2.0,14.0,22.0,7.0,14.0,7.38,26.39,5.0,5.14,2.04,1.04,3.72,209.0,2.55,9.31,2.25,29.77,1.23,27.44,1.38,1.28,2023-03-21,2023-02-27,2003-11-17,2022-03-30,2022-12-30
20,ON Semiconductor Corporation ,ON,33.33,33.64,18.17,17.95,3.58,4.16,5.39,4.04,11.18,1.75,44.0,-7.0,87.55,44.76,79.81,68.93,0.01,0.01,0.43,0.0,0.43,0.0,102.0,0.03,3.45,6.0,6.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,33.0,16.0,35.0,8.33,19.22,14.0,4.08,3.34,1.9,4.22,42.0,2.94,6.81,3.51,56.59,2.78,14.33,2.63,1.48,,,,2022-12-30,2022-12-30
21,VICI Properties Inc. ,VICI,33.0,47.14,25.87,12.84,0.0,11.11,1.5,18.13,28.02,0.98,13.0,-7.0,35.69,26.42,33.0,32.68,0.01,0.01,1.0,0.0,1.0,0.0,98.0,0.03,3.64,3.0,3.0,0.03,1.56,5.0,1.5,5.0,4.53,118.0,0.0,42.0,63.0,4.0,7.0,2.66,3.03,107.0,2.62,1.67,1.12,1.27,115.0,0.21,0.21,14.57,65.36,53.36,22.77,1.94,-17.63,2023-04-05,2023-03-21,,2022-12-30,2022-12-30
22,Cummins Inc. ,CMI,32.53,38.31,15.2,12.39,1.44,1.17,3.62,1.36,10.08,1.01,19.0,-7.0,261.91,184.28,241.76,230.59,0.0,0.0,0.14,0.0,0.14,0.0,86.0,0.0,2.6,2.0,2.0,0.0,6.28,3.0,6.04,3.0,2.72,40.0,2.0,8.0,11.0,7.0,22.0,28.07,198.4,33.0,6.74,3.79,2.15,15.12,60.0,2.57,18.2,8.51,83.19,1.26,63.52,1.96,0.46,2023-03-08,2023-02-22,2008-01-02,2022-12-30,2022-12-30
23,"Fidelity National Information Services, Inc. ",FIS,33.15,51.51,0.0,9.52,0.71,2.33,1.22,3.55,-4.23,0.85,-46.0,-7.0,106.65,48.57,61.23,76.15,0.01,0.01,0.59,0.0,0.59,0.0,94.0,0.01,1.16,1.0,1.0,0.01,2.08,4.0,1.88,3.0,1.36,0.0,0.0,-115.0,12.0,1.0,-45.0,14.53,24.05,1.0,5.71,4.11,-16.72,-28.56,0.0,2.19,3.7,20.55,74.99,0.79,46.05,3.94,3.02,2023-03-23,2023-03-08,,2022-12-30,2022-12-30
24,"Copart, Inc. ",CPRT,36.1,34.55,33.81,29.33,0.0,9.94,6.92,9.4,22.9,1.21,30.0,-7.0,76.83,51.1,70.76,62.73,0.0,0.0,0.48,0.0,0.43,10.0,83.0,0.0,1.58,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,37.0,16.0,23.0,3.67,7.72,10.0,1.64,1.52,1.08,2.26,2.0,1.66,3.48,0.11,2.11,5.41,10.94,1.23,0.55,,,2022-11-03,2022-07-30,2023-01-30
25,ResMed Inc. ,RMD,32.79,34.47,40.65,30.3,1.61,8.73,8.77,9.16,27.78,0.47,-5.0,-7.0,247.65,189.4,216.04,221.28,0.0,0.0,0.15,0.0,0.15,1.0,66.0,0.0,2.12,1.0,1.0,0.0,1.76,1.0,1.72,1.0,0.95,31.0,2.0,22.0,28.0,12.0,24.0,3.76,25.7,16.0,2.06,1.18,0.81,5.48,12.0,0.26,1.76,1.94,51.88,3.17,25.45,0.37,0.12,2023-03-15,2023-02-07,2010-08-30,2022-06-29,2022-12-30
26,"DuPont de Nemours, Inc. ",DD,32.44,35.55,34.99,18.83,1.81,2.71,1.22,2.73,11.4,1.25,3.0,-7.0,78.4,49.52,72.1,64.37,0.0,0.0,0.46,0.0,0.46,0.0,80.0,0.01,5.05,3.0,3.0,0.02,1.44,2.0,1.32,2.0,2.45,65.0,0.47,45.0,16.0,3.0,4.0,13.02,26.11,-4.0,4.62,3.18,1.01,2.02,1972.0,4.96,10.83,8.57,31.71,3.02,57.99,0.59,6.12,2023-03-14,2023-02-26,2019-06-02,2022-12-30,2022-12-30
27,"Ameriprise Financial, Inc. ",AMP,32.16,30.45,13.59,10.14,1.21,2.44,8.9,2.13,0.0,1.49,5.0,-7.0,357.46,219.99,323.21,297.26,0.0,0.0,0.11,0.0,0.1,0.0,85.0,0.0,1.27,1.0,1.0,0.0,5.0,2.0,4.88,2.0,2.18,22.0,0.0,18.0,29.0,2.0,54.0,14.35,128.9,-2.0,7.84,4.27,2.56,22.5,-30.0,7.23,68.68,3.69,102.24,3.86,34.32,4.41,1.32,2023-02-27,2023-02-08,,2022-12-30,2022-12-30
28,"PPG Industries, Inc. ",PPG,32.79,39.27,32.17,19.84,1.59,1.87,4.97,2.22,18.68,1.17,8.0,-7.0,141.36,107.06,130.42,125.34,0.0,0.0,0.24,0.0,0.23,0.0,83.0,0.0,1.5,1.0,1.0,0.0,2.48,2.0,2.42,2.0,1.7,56.0,2.0,6.0,10.0,5.0,16.0,17.65,74.76,-0.0,6.6,2.28,1.03,4.33,-17.0,1.16,4.95,7.65,114.08,1.52,28.04,0.96,0.39,2023-03-09,2023-02-15,2015-06-14,2022-12-30,2022-12-30
29,"Rockwell Automation, Inc. ",ROK,31.97,35.88,30.18,24.63,2.54,4.11,10.97,4.55,22.09,1.44,7.0,-7.0,309.36,190.08,287.52,255.58,0.0,0.0,0.11,0.0,0.11,0.0,83.0,0.0,4.43,3.0,2.0,0.0,4.72,2.0,4.54,2.0,1.87,49.0,2.0,14.0,18.0,8.0,35.0,7.88,68.2,7.0,3.1,1.61,1.07,9.23,59.0,0.47,4.12,4.37,136.57,1.03,25.39,0.9,0.45,2023-06-11,2023-05-11,1987-04-13,2022-09-29,2022-12-30
30,"AMETEK, Inc. ",AME,31.55,33.77,27.35,23.04,1.89,5.16,4.22,5.49,18.44,1.22,9.0,-7.0,148.06,106.17,141.33,131.22,0.0,0.0,0.23,0.0,0.23,0.0,91.0,0.0,1.97,1.0,1.0,0.0,1.0,1.0,0.88,1.0,0.64,18.0,1.5,19.0,24.0,8.0,16.0,6.15,26.72,8.0,2.15,1.82,1.16,5.01,9.0,0.35,1.5,2.56,34.25,1.62,32.5,1.15,0.8,2023-03-30,2023-03-08,2012-07-01,2022-12-30,2022-12-30
31,Public Service Enterprise Group Incorporated ,PEG,31.75,51.72,30.9,18.52,4.04,3.25,2.31,5.28,18.16,0.57,-13.0,-7.0,75.61,52.51,60.41,61.12,0.0,0.0,0.5,0.0,0.5,0.0,74.0,0.0,1.25,1.0,1.0,0.01,2.28,4.0,2.16,3.0,3.33,105.0,2.0,11.0,19.0,2.0,7.0,9.8,19.68,3.0,2.6,3.16,1.03,2.06,77.0,0.47,0.93,20.47,149.08,0.64,27.62,1.5,0.86,2023-03-30,2023-03-08,2008-02-04,2022-12-30,2022-12-30
32,"Dollar Tree, Inc. ",DLTR,33.86,43.35,21.23,22.73,1.38,1.21,3.87,1.53,14.43,0.68,-13.0,-7.0,177.19,124.76,145.32,150.01,0.0,0.0,0.22,0.0,0.21,0.0,102.0,0.01,2.57,3.0,3.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,6.0,20.0,28.33,126.93,9.0,8.94,3.04,1.62,7.4,-0.0,0.64,2.91,10.13,115.71,1.51,39.56,1.61,-0.11,,,2012-06-26,2023-01-27,2023-01-27
33,"Prudential Financial, Inc. ",PRU,31.34,47.84,8.85,7.02,0.0,0.53,1.93,0.8,0.0,1.4,-28.0,-7.0,122.54,75.37,91.92,97.15,0.0,0.0,0.37,0.0,0.37,0.0,59.0,0.01,3.23,2.0,2.0,0.01,5.0,6.0,4.8,6.0,4.7,0.0,0.0,-2.0,-4.0,-0.0,-4.0,58.38,156.8,-18.0,9.95,-2.41,-1.46,-3.95,0.0,27.79,75.94,34.12,198.26,1.18,44.4,5.16,-4.06,2023-03-15,2023-02-16,,2022-12-30,2022-12-30
34,The Kraft Heinz Company ,KHC,48.16,67.19,20.55,14.41,2.05,1.82,0.99,2.54,13.94,0.7,-7.0,-7.0,44.87,32.73,38.97,38.25,0.01,0.01,1.23,0.0,0.8,1.0,82.0,0.02,2.72,2.0,1.0,0.02,1.6,4.0,1.6,4.0,4.91,84.0,0.0,9.0,19.0,3.0,5.0,26.49,21.6,10.0,8.23,6.01,2.36,1.91,0.0,1.04,0.85,20.87,42.7,0.88,39.74,2.47,1.47,2023-03-30,2023-03-08,,2022-12-30,2022-12-30
35,"Warner Bros. Discovery, Inc. ",WBD,36.36,81.63,0.0,0.0,1.39,0.86,0.77,2.41,5.76,1.5,-43.0,-7.0,26.58,8.82,14.89,13.11,0.02,0.02,2.44,0.0,2.2,9.0,60.0,0.07,3.62,3.0,3.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.96,-22.0,-7.0,-2.0,-24.0,33.82,17.43,245.0,13.43,4.94,-7.42,-3.7,0.0,3.74,1.54,52.7,108.28,0.93,19.38,4.3,22.63,,,2014-08-06,2022-12-30,2022-12-30
36,Cognizant Technology Solutions Corporation ,CTSH,31.42,30.45,13.99,13.62,1.32,1.65,2.55,1.57,8.45,1.11,-29.0,-7.0,88.79,51.33,62.53,62.34,0.0,0.0,0.51,0.0,0.51,0.0,96.0,0.01,1.4,1.0,1.0,0.01,1.16,2.0,1.1,2.0,1.29,24.0,2.0,12.0,16.0,11.0,19.0,19.43,37.51,1.0,7.04,3.56,2.29,4.41,-10.0,2.5,4.91,1.55,12.57,2.17,24.18,2.57,2.11,2023-02-27,2023-02-15,2014-03-09,2022-12-30,2022-12-30
